#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1430   0.845438E+03  -0.436350E+02   0.221235E-05  -0.436350E+02   0.120193E+02  -0.117838E-06   0.221235E-05  -0.117838E-06   0.366854E-08
  1431   0.845253E+03  -0.429070E+02   0.220723E-05  -0.429070E+02   0.118961E+02  -0.115049E-06   0.220723E-05  -0.115049E-06   0.366421E-08
  1432   0.845015E+03  -0.421737E+02   0.220210E-05  -0.421737E+02   0.117761E+02  -0.112259E-06   0.220210E-05  -0.112259E-06   0.365988E-08
  1433   0.844718E+03  -0.414355E+02   0.219698E-05  -0.414355E+02   0.116594E+02  -0.109470E-06   0.219698E-05  -0.109470E-06   0.365557E-08
  1434   0.844369E+03  -0.406926E+02   0.219187E-05  -0.406926E+02   0.115460E+02  -0.106680E-06   0.219187E-05  -0.106680E-06   0.365126E-08
  1435   0.843960E+03  -0.399454E+02   0.218679E-05  -0.399454E+02   0.114360E+02  -0.103891E-06   0.218679E-05  -0.103891E-06   0.364696E-08
  1436   0.843500E+03  -0.391941E+02   0.218172E-05  -0.391941E+02   0.113293E+02  -0.101103E-06   0.218172E-05  -0.101103E-06   0.364267E-08
  1437   0.842980E+03  -0.384392E+02   0.217669E-05  -0.384392E+02   0.112260E+02  -0.983162E-07   0.217669E-05  -0.983162E-07   0.363838E-08
  1438   0.842401E+03  -0.376806E+02   0.217170E-05  -0.376806E+02   0.111261E+02  -0.955309E-07   0.217170E-05  -0.955309E-07   0.363410E-08
  1439   0.841770E+03  -0.369189E+02   0.216674E-05  -0.369189E+02   0.110298E+02  -0.927475E-07   0.216674E-05  -0.927475E-07   0.362983E-08
  1440   0.841086E+03  -0.361543E+02   0.216184E-05  -0.361543E+02   0.109368E+02  -0.899663E-07   0.216184E-05  -0.899663E-07   0.362557E-08
  1441   0.840344E+03  -0.353870E+02   0.215699E-05  -0.353870E+02   0.108474E+02  -0.871878E-07   0.215699E-05  -0.871878E-07   0.362131E-08
  1442   0.839541E+03  -0.346174E+02   0.215220E-05  -0.346174E+02   0.107614E+02  -0.844122E-07   0.215220E-05  -0.844122E-07   0.361706E-08
  1443   0.838680E+03  -0.338456E+02   0.214748E-05  -0.338456E+02   0.106790E+02  -0.816399E-07   0.214748E-05  -0.816399E-07   0.361282E-08
  1444   0.837766E+03  -0.330722E+02   0.214282E-05  -0.330722E+02   0.106001E+02  -0.788712E-07   0.214282E-05  -0.788712E-07   0.360859E-08
  1445   0.836793E+03  -0.322972E+02   0.213825E-05  -0.322972E+02   0.105248E+02  -0.761066E-07   0.213825E-05  -0.761066E-07   0.360436E-08
  1446   0.835761E+03  -0.315210E+02   0.213376E-05  -0.315210E+02   0.104530E+02  -0.733462E-07   0.213376E-05  -0.733462E-07   0.360015E-08
  1447   0.834677E+03  -0.307439E+02   0.212936E-05  -0.307439E+02   0.103848E+02  -0.705906E-07   0.212936E-05  -0.705906E-07   0.359594E-08
  1448   0.833533E+03  -0.299661E+02   0.212505E-05  -0.299661E+02   0.103202E+02  -0.678400E-07   0.212505E-05  -0.678400E-07   0.359173E-08
  1449   0.832329E+03  -0.291881E+02   0.212085E-05  -0.291881E+02   0.102592E+02  -0.650949E-07   0.212085E-05  -0.650949E-07   0.358754E-08
  1450   0.831074E+03  -0.284099E+02   0.211675E-05  -0.284099E+02   0.102018E+02  -0.623554E-07   0.211675E-05  -0.623554E-07   0.358335E-08
  1451   0.829767E+03  -0.276321E+02   0.211276E-05  -0.276321E+02   0.101480E+02  -0.596220E-07   0.211276E-05  -0.596220E-07   0.357916E-08
  1452   0.828400E+03  -0.268549E+02   0.210888E-05  -0.268549E+02   0.100978E+02  -0.568949E-07   0.210888E-05  -0.568949E-07   0.357499E-08
  1453   0.826974E+03  -0.260786E+02   0.210510E-05  -0.260786E+02   0.100512E+02  -0.541744E-07   0.210510E-05  -0.541744E-07   0.357082E-08
  1454   0.825496E+03  -0.253034E+02   0.210141E-05  -0.253034E+02   0.100082E+02  -0.514606E-07   0.210141E-05  -0.514606E-07   0.356666E-08
  1455   0.823966E+03  -0.245297E+02   0.209781E-05  -0.245297E+02   0.996886E+01  -0.487537E-07   0.209781E-05  -0.487537E-07   0.356251E-08
  1456   0.822384E+03  -0.237576E+02   0.209428E-05  -0.237576E+02   0.993312E+01  -0.460541E-07   0.209428E-05  -0.460541E-07   0.355836E-08
  1457   0.820750E+03  -0.229875E+02   0.209082E-05  -0.229875E+02   0.990103E+01  -0.433620E-07   0.209082E-05  -0.433620E-07   0.355422E-08
  1458   0.819056E+03  -0.222196E+02   0.208743E-05  -0.222196E+02   0.987243E+01  -0.406774E-07   0.208743E-05  -0.406774E-07   0.355009E-08
  1459   0.817311E+03  -0.214542E+02   0.208410E-05  -0.214542E+02   0.984746E+01  -0.380008E-07   0.208410E-05  -0.380008E-07   0.354597E-08
  1460   0.815513E+03  -0.206916E+02   0.208081E-05  -0.206916E+02   0.982614E+01  -0.353323E-07   0.208081E-05  -0.353323E-07   0.354185E-08
  1461   0.813664E+03  -0.199319E+02   0.207757E-05  -0.199319E+02   0.980830E+01  -0.326721E-07   0.207757E-05  -0.326721E-07   0.353774E-08
  1462   0.811762E+03  -0.191757E+02   0.207437E-05  -0.191757E+02   0.979404E+01  -0.300205E-07   0.207437E-05  -0.300205E-07   0.353364E-08
  1463   0.809809E+03  -0.184229E+02   0.207119E-05  -0.184229E+02   0.978334E+01  -0.273776E-07   0.207119E-05  -0.273776E-07   0.352954E-08
  1464   0.807803E+03  -0.176740E+02   0.206804E-05  -0.176740E+02   0.977613E+01  -0.247438E-07   0.206804E-05  -0.247438E-07   0.352545E-08
  1465   0.805746E+03  -0.169291E+02   0.206490E-05  -0.169291E+02   0.977248E+01  -0.221192E-07   0.206490E-05  -0.221192E-07   0.352137E-08
  1466   0.803643E+03  -0.161886E+02   0.206177E-05  -0.161886E+02   0.977233E+01  -0.195041E-07   0.206177E-05  -0.195041E-07   0.351730E-08
  1467   0.801489E+03  -0.154527E+02   0.205864E-05  -0.154527E+02   0.977559E+01  -0.168986E-07   0.205864E-05  -0.168986E-07   0.351323E-08
  1468   0.799291E+03  -0.147216E+02   0.205551E-05  -0.147216E+02   0.978242E+01  -0.143031E-07   0.205551E-05  -0.143031E-07   0.350917E-08
  1469   0.797040E+03  -0.139957E+02   0.205236E-05  -0.139957E+02   0.979259E+01  -0.117177E-07   0.205236E-05  -0.117177E-07   0.350512E-08
  1470   0.794737E+03  -0.132751E+02   0.204919E-05  -0.132751E+02   0.980626E+01  -0.914270E-08   0.204919E-05  -0.914270E-08   0.350107E-08
  1471   0.792398E+03  -0.125601E+02   0.204599E-05  -0.125601E+02   0.982327E+01  -0.657826E-08   0.204599E-05  -0.657826E-08   0.349703E-08
  1472   0.790006E+03  -0.118509E+02   0.204276E-05  -0.118509E+02   0.984369E+01  -0.402463E-08   0.204276E-05  -0.402463E-08   0.349300E-08
  1473   0.787562E+03  -0.111478E+02   0.203950E-05  -0.111478E+02   0.986738E+01  -0.148204E-08   0.203950E-05  -0.148204E-08   0.348897E-08
  1474   0.785081E+03  -0.104510E+02   0.203618E-05  -0.104510E+02   0.989449E+01   0.104928E-08   0.203618E-05   0.104928E-08   0.348495E-08
  1475   0.782548E+03  -0.976079E+01   0.203280E-05  -0.976079E+01   0.992479E+01   0.356912E-08   0.203280E-05   0.356912E-08   0.348094E-08
  1476   0.779978E+03  -0.907730E+01   0.202937E-05  -0.907730E+01   0.995844E+01   0.607723E-08   0.202937E-05   0.607723E-08   0.347694E-08
  1477   0.777363E+03  -0.840085E+01   0.202587E-05  -0.840085E+01   0.999528E+01   0.857341E-08   0.202587E-05   0.857341E-08   0.347294E-08
  1478   0.774704E+03  -0.773161E+01   0.202229E-05  -0.773161E+01   0.100352E+02   0.110574E-07   0.202229E-05   0.110574E-07   0.346895E-08
  1479   0.772008E+03  -0.706979E+01   0.201862E-05  -0.706979E+01   0.100785E+02   0.135290E-07   0.201862E-05   0.135290E-07   0.346496E-08
  1480   0.769267E+03  -0.641564E+01   0.201487E-05  -0.641564E+01   0.101247E+02   0.159880E-07   0.201487E-05   0.159880E-07   0.346098E-08
  1481   0.766489E+03  -0.576936E+01   0.201102E-05  -0.576936E+01   0.101742E+02   0.184342E-07   0.201102E-05   0.184342E-07   0.345701E-08
  1482   0.763666E+03  -0.513117E+01   0.200707E-05  -0.513117E+01   0.102267E+02   0.208673E-07   0.200707E-05   0.208673E-07   0.345305E-08
  1483   0.760806E+03  -0.450123E+01   0.200301E-05  -0.450123E+01   0.102821E+02   0.232871E-07   0.200301E-05   0.232871E-07   0.344909E-08
  1484   0.757917E+03  -0.387976E+01   0.199882E-05  -0.387976E+01   0.103406E+02   0.256934E-07   0.199882E-05   0.256934E-07   0.344514E-08
  1485   0.754983E+03  -0.326696E+01   0.199452E-05  -0.326696E+01   0.104020E+02   0.280859E-07   0.199452E-05   0.280859E-07   0.344119E-08
  1486   0.752019E+03  -0.266299E+01   0.199008E-05  -0.266299E+01   0.104663E+02   0.304645E-07   0.199008E-05   0.304645E-07   0.343726E-08
  1487   0.749010E+03  -0.206808E+01   0.198550E-05  -0.206808E+01   0.105334E+02   0.328289E-07   0.198550E-05   0.328289E-07   0.343333E-08
  1488   0.745972E+03  -0.148240E+01   0.198078E-05  -0.148240E+01   0.106034E+02   0.351789E-07   0.198078E-05   0.351789E-07   0.342940E-08
  1489   0.742904E+03  -0.906124E+00   0.197590E-05  -0.906124E+00   0.106761E+02   0.375142E-07   0.197590E-05   0.375142E-07   0.342549E-08
  1490   0.739796E+03  -0.339429E+00   0.197087E-05  -0.339429E+00   0.107516E+02   0.398346E-07   0.197087E-05   0.398346E-07   0.342157E-08
  1491   0.736657E+03   0.217521E+00   0.196566E-05   0.217521E+00   0.108297E+02   0.421400E-07   0.196566E-05   0.421400E-07   0.341767E-08
  1492   0.733488E+03   0.764559E+00   0.196028E-05   0.764559E+00   0.109104E+02   0.444300E-07   0.196028E-05   0.444300E-07   0.341377E-08
  1493   0.730288E+03   0.130150E+01   0.195473E-05   0.130150E+01   0.109937E+02   0.467045E-07   0.195473E-05   0.467045E-07   0.340988E-08
  1494   0.727057E+03   0.182820E+01   0.194898E-05   0.182820E+01   0.110795E+02   0.489632E-07   0.194898E-05   0.489632E-07   0.340600E-08
  1495   0.723798E+03   0.234448E+01   0.194304E-05   0.234448E+01   0.111679E+02   0.512059E-07   0.194304E-05   0.512059E-07   0.340212E-08
  1496   0.720510E+03   0.285020E+01   0.193690E-05   0.285020E+01   0.112586E+02   0.534324E-07   0.193690E-05   0.534324E-07   0.339825E-08
  1497   0.717195E+03   0.334524E+01   0.193055E-05   0.334524E+01   0.113517E+02   0.556424E-07   0.193055E-05   0.556424E-07   0.339438E-08
  1498   0.713854E+03   0.382946E+01   0.192398E-05   0.382946E+01   0.114472E+02   0.578358E-07   0.192398E-05   0.578358E-07   0.339053E-08
  1499   0.710488E+03   0.430275E+01   0.191719E-05   0.430275E+01   0.115448E+02   0.600123E-07   0.191719E-05   0.600123E-07   0.338667E-08
  1500   0.707096E+03   0.476495E+01   0.191017E-05   0.476495E+01   0.116448E+02   0.621717E-07   0.191017E-05   0.621717E-07   0.338283E-08
  1501   0.703682E+03   0.521595E+01   0.190291E-05   0.521595E+01   0.117468E+02   0.643137E-07   0.190291E-05   0.643137E-07   0.337899E-08
  1502   0.700245E+03   0.565562E+01   0.189543E-05   0.565562E+01   0.118510E+02   0.664383E-07   0.189543E-05   0.664383E-07   0.337516E-08
  1503   0.696787E+03   0.608385E+01   0.188771E-05   0.608385E+01   0.119572E+02   0.685455E-07   0.188771E-05   0.685455E-07   0.337133E-08
  1504   0.693307E+03   0.650055E+01   0.187978E-05   0.650055E+01   0.120653E+02   0.706351E-07   0.187978E-05   0.706351E-07   0.336751E-08
  1505   0.689808E+03   0.690561E+01   0.187162E-05   0.690561E+01   0.121755E+02   0.727071E-07   0.187162E-05   0.727071E-07   0.336370E-08
  1506   0.686290E+03   0.729892E+01   0.186326E-05   0.729892E+01   0.122874E+02   0.747615E-07   0.186326E-05   0.747615E-07   0.335989E-08
  1507   0.682754E+03   0.768039E+01   0.185468E-05   0.768039E+01   0.124012E+02   0.767982E-07   0.185468E-05   0.767982E-07   0.335609E-08
  1508   0.679200E+03   0.804988E+01   0.184590E-05   0.804988E+01   0.125168E+02   0.788171E-07   0.184590E-05   0.788171E-07   0.335230E-08
  1509   0.675630E+03   0.840742E+01   0.183693E-05   0.840742E+01   0.126341E+02   0.808181E-07   0.183693E-05   0.808181E-07   0.334851E-08
  1510   0.672044E+03   0.875277E+01   0.182776E-05   0.875277E+01   0.127529E+02   0.828013E-07   0.182776E-05   0.828013E-07   0.334473E-08
  1511   0.668443E+03   0.908602E+01   0.181840E-05   0.908602E+01   0.128733E+02   0.847665E-07   0.181840E-05   0.847665E-07   0.334096E-08
  1512   0.664831E+03   0.940708E+01   0.180886E-05   0.940708E+01   0.129953E+02   0.867137E-07   0.180886E-05   0.867137E-07   0.333719E-08
  1513   0.661206E+03   0.971596E+01   0.179914E-05   0.971596E+01   0.131187E+02   0.886429E-07   0.179914E-05   0.886429E-07   0.333343E-08
  1514   0.657570E+03   0.100125E+02   0.178925E-05   0.100125E+02   0.132434E+02   0.905539E-07   0.178925E-05   0.905539E-07   0.332967E-08
  1515   0.653926E+03   0.102968E+02   0.177919E-05   0.102968E+02   0.133695E+02   0.924467E-07   0.177919E-05   0.924467E-07   0.332592E-08
  1516   0.650273E+03   0.105687E+02   0.176896E-05   0.105687E+02   0.134969E+02   0.943212E-07   0.176896E-05   0.943212E-07   0.332218E-08
  1517   0.646612E+03   0.108282E+02   0.175858E-05   0.108282E+02   0.136255E+02   0.961775E-07   0.175858E-05   0.961775E-07   0.331844E-08
  1518   0.642945E+03   0.110752E+02   0.174804E-05   0.110752E+02   0.137552E+02   0.980153E-07   0.174804E-05   0.980153E-07   0.331471E-08
  1519   0.639272E+03   0.113099E+02   0.173735E-05   0.113099E+02   0.138860E+02   0.998347E-07   0.173735E-05   0.998347E-07   0.331098E-08
  1520   0.635595E+03   0.115320E+02   0.172652E-05   0.115320E+02   0.140178E+02   0.101636E-06   0.172652E-05   0.101636E-06   0.330727E-08
  1521   0.631914E+03   0.117417E+02   0.171554E-05   0.117417E+02   0.141505E+02   0.103418E-06   0.171554E-05   0.103418E-06   0.330355E-08
  1522   0.628231E+03   0.119388E+02   0.170444E-05   0.119388E+02   0.142842E+02   0.105182E-06   0.170444E-05   0.105182E-06   0.329985E-08
  1523   0.624545E+03   0.121233E+02   0.169320E-05   0.121233E+02   0.144187E+02   0.106927E-06   0.169320E-05   0.106927E-06   0.329615E-08
  1524   0.620858E+03   0.122953E+02   0.168183E-05   0.122953E+02   0.145539E+02   0.108653E-06   0.168183E-05   0.108653E-06   0.329245E-08
  1525   0.617171E+03   0.124547E+02   0.167035E-05   0.124547E+02   0.146898E+02   0.110361E-06   0.167035E-05   0.110361E-06   0.328877E-08
  1526   0.613486E+03   0.126016E+02   0.165875E-05   0.126016E+02   0.148263E+02   0.112049E-06   0.165875E-05   0.112049E-06   0.328508E-08
  1527   0.609802E+03   0.127360E+02   0.164704E-05   0.127360E+02   0.149634E+02   0.113719E-06   0.164704E-05   0.113719E-06   0.328141E-08
  1528   0.606121E+03   0.128578E+02   0.163523E-05   0.128578E+02   0.151010E+02   0.115370E-06   0.163523E-05   0.115370E-06   0.327774E-08
  1529   0.602445E+03   0.129672E+02   0.162331E-05   0.129672E+02   0.152390E+02   0.117001E-06   0.162331E-05   0.117001E-06   0.327408E-08
  1530   0.598773E+03   0.130641E+02   0.161130E-05   0.130641E+02   0.153774E+02   0.118614E-06   0.161130E-05   0.118614E-06   0.327042E-08
  1531   0.595107E+03   0.131485E+02   0.159919E-05   0.131485E+02   0.155161E+02   0.120208E-06   0.159919E-05   0.120208E-06   0.326677E-08
  1532   0.591446E+03   0.132205E+02   0.158700E-05   0.132205E+02   0.156551E+02   0.121782E-06   0.158700E-05   0.121782E-06   0.326312E-08
  1533   0.587795E+03   0.132801E+02   0.157473E-05   0.132801E+02   0.157941E+02   0.123337E-06   0.157473E-05   0.123337E-06   0.325949E-08
  1534   0.584151E+03   0.133273E+02   0.156238E-05   0.133273E+02   0.159333E+02   0.124872E-06   0.156238E-05   0.124872E-06   0.325585E-08
  1535   0.580516E+03   0.133622E+02   0.154996E-05   0.133622E+02   0.160726E+02   0.126388E-06   0.154996E-05   0.126388E-06   0.325223E-08
  1536   0.576892E+03   0.133848E+02   0.153747E-05   0.133848E+02   0.162118E+02   0.127885E-06   0.153747E-05   0.127885E-06   0.324861E-08
  1537   0.573277E+03   0.133951E+02   0.152492E-05   0.133951E+02   0.163509E+02   0.129362E-06   0.152492E-05   0.129362E-06   0.324499E-08
  1538   0.569675E+03   0.133933E+02   0.151231E-05   0.133933E+02   0.164898E+02   0.130820E-06   0.151231E-05   0.130820E-06   0.324138E-08
  1539   0.566085E+03   0.133793E+02   0.149965E-05   0.133793E+02   0.166285E+02   0.132258E-06   0.149965E-05   0.132258E-06   0.323778E-08
  1540   0.562509E+03   0.133534E+02   0.148695E-05   0.133534E+02   0.167670E+02   0.133676E-06   0.148695E-05   0.133676E-06   0.323418E-08
  1541   0.558947E+03   0.133155E+02   0.147420E-05   0.133155E+02   0.169051E+02   0.135075E-06   0.147420E-05   0.135075E-06   0.323059E-08
  1542   0.555401E+03   0.132657E+02   0.146141E-05   0.132657E+02   0.170428E+02   0.136453E-06   0.146141E-05   0.136453E-06   0.322701E-08
  1543   0.551871E+03   0.132041E+02   0.144859E-05   0.132041E+02   0.171800E+02   0.137812E-06   0.144859E-05   0.137812E-06   0.322343E-08
  1544   0.548359E+03   0.131309E+02   0.143574E-05   0.131309E+02   0.173167E+02   0.139151E-06   0.143574E-05   0.139151E-06   0.321985E-08
  1545   0.544864E+03   0.130460E+02   0.142287E-05   0.130460E+02   0.174528E+02   0.140470E-06   0.142287E-05   0.140470E-06   0.321629E-08
  1546   0.541388E+03   0.129497E+02   0.140998E-05   0.129497E+02   0.175882E+02   0.141769E-06   0.140998E-05   0.141769E-06   0.321273E-08
  1547   0.537932E+03   0.128419E+02   0.139707E-05   0.128419E+02   0.177230E+02   0.143047E-06   0.139707E-05   0.143047E-06   0.320917E-08
  1548   0.534496E+03   0.127229E+02   0.138416E-05   0.127229E+02   0.178570E+02   0.144306E-06   0.138416E-05   0.144306E-06   0.320562E-08
  1549   0.531081E+03   0.125926E+02   0.137124E-05   0.125926E+02   0.179901E+02   0.145544E-06   0.137124E-05   0.145544E-06   0.320208E-08
  1550   0.527687E+03   0.124511E+02   0.135833E-05   0.124511E+02   0.181223E+02   0.146762E-06   0.135833E-05   0.146762E-06   0.319854E-08
  1551   0.524316E+03   0.122987E+02   0.134542E-05   0.122987E+02   0.182536E+02   0.147959E-06   0.134542E-05   0.147959E-06   0.319501E-08
  1552   0.520968E+03   0.121354E+02   0.133251E-05   0.121354E+02   0.183838E+02   0.149136E-06   0.133251E-05   0.149136E-06   0.319148E-08
  1553   0.517645E+03   0.119613E+02   0.131962E-05   0.119613E+02   0.185130E+02   0.150293E-06   0.131962E-05   0.150293E-06   0.318796E-08
  1554   0.514345E+03   0.117766E+02   0.130674E-05   0.117766E+02   0.186410E+02   0.151429E-06   0.130674E-05   0.151429E-06   0.318444E-08
  1555   0.511070E+03   0.115814E+02   0.129387E-05   0.115814E+02   0.187678E+02   0.152545E-06   0.129387E-05   0.152545E-06   0.318094E-08
  1556   0.507822E+03   0.113758E+02   0.128102E-05   0.113758E+02   0.188934E+02   0.153640E-06   0.128102E-05   0.153640E-06   0.317743E-08
  1557   0.504600E+03   0.111600E+02   0.126818E-05   0.111600E+02   0.190178E+02   0.154716E-06   0.126818E-05   0.154716E-06   0.317393E-08
  1558   0.501406E+03   0.109341E+02   0.125537E-05   0.109341E+02   0.191407E+02   0.155770E-06   0.125537E-05   0.155770E-06   0.317044E-08
  1559   0.498240E+03   0.106984E+02   0.124257E-05   0.106984E+02   0.192623E+02   0.156804E-06   0.124257E-05   0.156804E-06   0.316696E-08
  1560   0.495102E+03   0.104527E+02   0.122980E-05   0.104527E+02   0.193824E+02   0.157818E-06   0.122980E-05   0.157818E-06   0.316348E-08
  1561   0.491993E+03   0.101976E+02   0.121705E-05   0.101976E+02   0.195010E+02   0.158811E-06   0.121705E-05   0.158811E-06   0.316000E-08
  1562   0.488915E+03   0.993289E+01   0.120433E-05   0.993289E+01   0.196181E+02   0.159784E-06   0.120433E-05   0.159784E-06   0.315653E-08
  1563   0.485866E+03   0.965895E+01   0.119164E-05   0.965895E+01   0.197336E+02   0.160736E-06   0.119164E-05   0.160736E-06   0.315307E-08
  1564   0.482849E+03   0.937586E+01   0.117898E-05   0.937586E+01   0.198475E+02   0.161668E-06   0.117898E-05   0.161668E-06   0.314961E-08
  1565   0.479864E+03   0.908386E+01   0.116635E-05   0.908386E+01   0.199596E+02   0.162579E-06   0.116635E-05   0.162579E-06   0.314616E-08
  1566   0.476911E+03   0.878303E+01   0.115376E-05   0.878303E+01   0.200700E+02   0.163470E-06   0.115376E-05   0.163470E-06   0.314271E-08
  1567   0.473990E+03   0.847357E+01   0.114120E-05   0.847357E+01   0.201787E+02   0.164340E-06   0.114120E-05   0.164340E-06   0.313927E-08
  1568   0.471102E+03   0.815557E+01   0.112868E-05   0.815557E+01   0.202855E+02   0.165190E-06   0.112868E-05   0.165190E-06   0.313584E-08
  1569   0.468249E+03   0.782933E+01   0.111620E-05   0.782933E+01   0.203904E+02   0.166019E-06   0.111620E-05   0.166019E-06   0.313241E-08
  1570   0.465429E+03   0.749499E+01   0.110376E-05   0.749499E+01   0.204934E+02   0.166827E-06   0.110376E-05   0.166827E-06   0.312898E-08
  1571   0.462645E+03   0.715266E+01   0.109137E-05   0.715266E+01   0.205943E+02   0.167615E-06   0.109137E-05   0.167615E-06   0.312557E-08
  1572   0.459895E+03   0.680254E+01   0.107902E-05   0.680254E+01   0.206933E+02   0.168383E-06   0.107902E-05   0.168383E-06   0.312215E-08
